SCT_ID,CRS_ID,SEM_ID,SCT_TYPE,SCT_REG,SCT_SEATS,SCT_BUILD,SCT_ROOM,SCT_TITLE,SCT_UNITS
21840D,CMGT-597B,20231,Lecture,1,18,ASC,G34,,
21841D,CMGT-597B,20231,Lecture,1,18,ASC,G34,,
21842D,CMGT-597B,20231,Lecture,4,20,ONLINE,,,
21847D,CMGT-599,20231,Lecture,9,12,ANN,209,All at Once: Barriers to Inequality in Hollywood and Solutions for Change,4
20327D,COMM-200,20231,Lecture,66,120,ANN,L105A,,
20328D,COMM-200,20231,Discussion,16,25,ANN,L101,,
20329D,COMM-200,20231,Discussion,18,25,ANN,L101,,
20330D,COMM-200,20231,Discussion,0,0,,,,
20331D,COMM-200,20231,Discussion,13,25,ANN,406,,
20332D,COMM-200,20231,Discussion,19,25,ANN,406,,
20375D,COMM-204,20231,Lecture,16,19,ANN,L115,,
20376D,COMM-204,20231,Lecture,14,19,ANN,406,,
20377D,COMM-204,20231,Lecture,19,19,ANN,305,,
20378D,COMM-204,20231,Lecture,20,21,ASC,240,,
20379D,COMM-204,20231,Lecture,19,19,ANN,406,,
20380D,COMM-204,20231,Lecture,10,19,ANN,L115,,
20381D,COMM-204,20231,Lecture,19,19,ASC,240,,
20382D,COMM-204,20231,Lecture,11,19,ANN,L116,,
20383D,COMM-204,20231,Lecture,17,19,ASC,240,,
20388D,COMM-206,20231,Lecture,71,75,ASC,204,,
20389D,COMM-206,20231,Discussion,22,22,ANN,L116,,
20390D,COMM-206,20231,Discussion,9,22,ANN,406,,
20391D,COMM-206,20231,Discussion,19,22,ANN,406,,
20392D,COMM-206,20231,Discussion,21,22,ANN,L116,,
20402D,COMM-209,20231,Lecture,98,100,ANN,L105A,,
20403D,COMM-209,20231,Discussion,24,25,ANN,406,,
20404D,COMM-209,20231,Discussion,24,25,ANN,406,,
20405D,COMM-209,20231,Discussion,25,25,ANN,L116,,
20406D,COMM-209,20231,Discussion,25,25,ANN,L116,,
20456D,COMM-300,20231,Lecture,47,48,ASC,231,,
20458D,COMM-301,20231,Lecture-Lab,97,101,ANN,L105A,,
20459D,COMM-302,20231,Lecture,0,0,,,,
20475D,COMM-304,20231,Lecture,24,25,ANN,L116,,
20477D,COMM-305,20231,Lecture,18,25,ANN,409ABC,,
20480D,COMM-306,20231,Lecture,0,0,,,,
20481D,COMM-307,20231,Lecture,60,64,ANN,L101,,
20482D,COMM-308,20231,Lecture,17,25,ASC,328,,
20494D,COMM-309,20231,Lecture-Discussion,89,91,ANN,L105A,,
20495D,COMM-310,20231,Lecture,61,75,ANN,L105A,,
20497D,COMM-311,20231,Lecture-Discussion,0,0,,,,
20498D,COMM-312,20231,Lecture,25,25,ASC,240,,
20499D,COMM-313,20231,Lecture-Discussion,48,75,ANN,L105A,,
20505D,COMM-320,20231,Lecture,24,25,ANN,309,,
20507D,COMM-321,20231,Lecture,82,85,ASC,204,,
20511D,COMM-322,20231,Lecture,2,18,ANN,211,,
20512D,COMM-322,20231,Lecture,17,18,ANN,211,,
20513D,COMM-322,20231,Lecture,19,19,ANN,L115,,
20514D,COMM-322,20231,Lecture,1,18,ANN,L115,,
20515D,COMM-322,20231,Lecture,16,18,ANN,L115,,
20516D,COMM-322,20231,Lecture,10,18,ANN,209,,
20520D,COMM-324,20231,Lecture,41,64,ANN,L101,,
20537D,COMM-336,20231,Lecture,18,20,ASC,231,,
20541D,COMM-340,20231,Lecture,25,25,ASC,328,,
20551D,COMM-350,20231,Lecture,20,24,ANN,211,,
20556D,COMM-355,20231,Lecture,18,25,ANN,L116,,
20564D,COMM-363,20231,Lecture,7,25,ASC,240,,
20990D,COMM-365,20231,Lecture,23,25,OFFICE,,,
20567D,COMM-366,20231,Lecture,48,49,ASC,204,,
20568D,COMM-367,20231,Lecture,12,12,ANN,211,,
20574D,COMM-373,20231,Lecture,14,25,ANN,210,,
20576D,COMM-375,20231,Lecture,18,19,ASC,240,,
20577D,COMM-375,20231,Lecture,18,18,ANN,305,,
20582D,COMM-380,20231,Lecture,0,10,ASC,236,,1
20583D,COMM-380,20231,Lecture,3,10,ASC,236,,2
20584D,COMM-380,20231,Lecture,0,10,ASC,236,,3
20585D,COMM-380,20231,Lecture,6,10,ASC,236,,4
20586D,COMM-381,20231,Lecture,8,25,ANN,309,,
20588D,COMM-383,20231,Lecture,45,49,ONLINE,,,
20589D,COMM-384,20231,Lecture,18,25,ASC,231,,
20991D,COMM-384,20231,Lecture,21,25,OFFICE,,,
20590D,COMM-385,20231,Lecture,24,25,ANN,L115,,
20592D,COMM-387,20231,Lecture,14,25,ANN,L101,,
20993D,COMM-391,20231,Lecture,30,30,OFFICE,,,
20994D,COMM-392,20231,Lecture,24,30,OFFICE,,,
20995D,COMM-393,20231,Lecture,19,30,OFFICE,,,
20603D,COMM-395,20231,Lecture-Discussion,32,49,ASC,G34,,
20614D,COMM-400,20231,Lecture,20,21,ANN,209,"Policing, Prisons, and Media",
20621D,COMM-405,20231,Lecture,14,19,ASC,328,,
20628D,COMM-412,20231,Lecture,18,19,ANN,210,,
20996D,COMM-412,20231,Lecture,21,25,OFFICE,,,
20629D,COMM-413,20231,Lecture,19,20,ONLINE,,,
20634D,COMM-422,20231,Lecture,20,21,ANN,L115,,
20639D,COMM-427,20231,Lecture,20,20,ANN,209,TV Strategy: From Broadcasting to YouTube,
20641D,COMM-429,20231,Lecture,7,19,ANN,305,,
20997D,COMM-434,20231,Lecture,30,30,OFFICE,,,
20657D,COMM-443,20231,Lecture,19,19,ASC,228,,
20663D,COMM-449,20231,Lecture,18,19,ANN,209,,
20664D,COMM-450,20231,Lecture,12,19,ASC,231,,
20672D,COMM-457,20231,Lecture,19,20,ANN,211,,
20691D,COMM-476,20231,Lecture,18,19,ASC,228,,
20702D,COMM-489,20231,Lecture,13,19,ASC,240,,
20705D,COMM-490,20231,Lecture,1,15,OFFICE,,,
20706D,COMM-490,20231,Lecture,0,15,OFFICE,,,
20707D,COMM-490,20231,Lecture,0,15,OFFICE,,,
20708D,COMM-490,20231,Lecture,0,15,OFFICE,,,
20709D,COMM-490,20231,Lecture,0,15,OFFICE,,,
20738D,COMM-494,20231,Lecture,18,30,ASC,228,,
20739D,COMM-494,20231,Lecture,4,25,ASC,236,,
20740D,COMM-494,20231,Lecture,1,10,OFFICE,,,
20741D,COMM-494,20231,Lecture,1,25,OFFICE,,,
20762D,COMM-497,20231,Lecture,2,15,OFFICE,,,
20763D,COMM-497,20231,Lecture,1,15,OFFICE,,,
20764D,COMM-497,20231,Lecture,1,15,OFFICE,,,
20765D,COMM-497,20231,Lecture,1,15,OFFICE,,,
20766D,COMM-497,20231,Lecture,1,15,OFFICE,,,
20767D,COMM-497,20231,Lecture,1,15,OFFICE,,,
20768D,COMM-497,20231,Lecture,0,15,OFFICE,,,
20769D,COMM-497,20231,Lecture,0,15,OFFICE,,,
20770D,COMM-497,20231,Lecture,0,15,OFFICE,,,
20775D,COMM-499,20231,Lecture,3,10,ANN,210,Climate Stories,4
20802D,COMM-524,20231,Lecture,6,12,ASC,230,,
20804D,COMM-526,20231,Lecture,12,12,ASC,228,,
20828D,COMM-550,20231,Lecture,12,12,ASC,228,,
20835D,COMM-557,20231,Lecture,62,,ANN,L101,,
20864D,COMM-590,20231,Lecture,0,20,OFFICE,,,
20865D,COMM-590,20231,Lecture,0,20,OFFICE,,,
20866D,COMM-590,20231,Lecture,0,20,OFFICE,,,
20867D,COMM-590,20231,Lecture,0,20,OFFICE,,,
20868D,COMM-590,20231,Lecture,0,20,OFFICE,,,
20879D,COMM-598,20231,Lecture,59,70,ASC,204,,
20889D,COMM-602,20231,Lecture,0,0,,,,
20901D,COMM-613,20231,Lecture,4,12,ASC,230,,
20946D,COMM-653,20231,Lecture,9,12,ASC,230,,
20955D,COMM-670,20231,Lecture,9,12,ANN,305,,
20958D,COMM-673,20231,Lecture,12,16,ASC,331,,
20960D,COMM-675,20231,Lecture,1,20,OFFICE,,,
20961D,COMM-675,20231,Lecture,1,20,OFFICE,,,
20967D,COMM-675,20231,Lecture,0,20,OFFICE,,,
20968D,COMM-675,20231,Lecture,3,20,OFFICE,,,
20970D,COMM-694,20231,Lecture,0,20,OFFICE,,,
20974D,COMM-790,20231,Lecture,3,20,OFFICE,,,
20975D,COMM-790,20231,Lecture,1,20,OFFICE,,,
20976D,COMM-790,20231,Lecture,1,20,OFFICE,,,
20977D,COMM-790,20231,Lecture,1,20,OFFICE,,,
20978D,COMM-790,20231,Lecture,1,20,OFFICE,,,
20979D,COMM-790,20231,Lecture,1,20,OFFICE,,,
20982D,COMM-794A,20231,Lecture,4,30,OFFICE,,,
20984D,COMM-794B,20231,Lecture,8,30,OFFICE,,,
20985D,COMM-794C,20231,Lecture,5,30,OFFICE,,,
20986D,COMM-794D,20231,Lecture,7,30,OFFICE,,,
20987D,COMM-794Z,20231,Lecture,7,30,OFFICE,,,
20200D,DMM-500,20231,Lecture,25,30,ONLINE,,,
20201D,DMM-500,20231,Lecture,0,0,TBA,,,
20205D,DMM-505,20231,Lecture,25,30,ONLINE,,,
20206D,DMM-505,20231,Lecture,0,0,,,,
20210D,DMM-510,20231,Lecture,22,30,ONLINE,,,
20211D,DMM-510,20231,Lecture,18,30,ONLINE,,,
20215D,DMM-515,20231,Lecture,22,30,ONLINE,,,
20216D,DMM-515,20231,Lecture,20,30,ONLINE,,,
20240D,DMM-540,20231,Lecture,25,30,ONLINE,,,
20241D,DMM-540,20231,Lecture,26,30,ONLINE,,,
20242D,DMM-540,20231,Lecture,23,30,ONLINE,,,
20245D,DMM-545,20231,Lecture,24,30,ONLINE,,,
20246D,DMM-545,20231,Lecture,23,30,ONLINE,,,
20247D,DMM-545,20231,Lecture,22,30,ONLINE,,,
20250D,DMM-550,20231,Lecture,9,30,ONLINE,,,
20255D,DMM-555,20231,Lecture,10,30,ONLINE,,,
21865D,DSM-550,20231,Lecture,24,25,ASC,231,,
21866D,DSM-550,20231,Lecture,24,24,ANN,209,,
21867D,DSM-550,20231,Lecture,26,26,ASC,G38,,
21868D,DSM-550,20231,Lecture,25,26,ASC,G38,,
21869R,DSM-550,20231,Lecture,11,25,ANN,209,,
21890D,DSM-596,20231,Lecture,24,25,ANN,405,,
21891D,DSM-596,20231,Lecture,25,26,ANN,210,,
21892D,DSM-596,20231,Lecture,26,26,ANN,L116,,
21893D,DSM-596,20231,Lecture,21,25,ANN,L115,,
21898D,DSM-599,20231,Lecture,11,20,ASC,328,"Into the Metaverse: Theory, Practice, and Challenges",4
21899D,DSM-599,20231,Lecture,13,25,ASC,231,Digital Misinformation Strategy and Defense,4
21000D,JOUR-200,20231,Lecture,81,85,ASC,204,,
21002D,JOUR-201,20231,Lecture-Lab,74,80,ASC,204,,
21030D,JOUR-205,20231,Lecture,24,25,OFFICE,,,
21032D,JOUR-205,20231,Lecture,12,18,OFFICE,,,
21001D,JOUR-206,20231,Lecture,4,5,ANN,102,,
21003D,JOUR-206,20231,Lecture,4,5,ANN,102,,
21004D,JOUR-206,20231,Lecture,6,6,ANN,102,,
21006D,JOUR-206,20231,Lecture,5,5,ANN,102,,
21007D,JOUR-206,20231,Lecture,4,5,ANN,102,,
21008D,JOUR-206,20231,Lecture,2,4,ANN,102,,
21009D,JOUR-206,20231,Lecture,1,4,ANN,102,,
21010D,JOUR-206,20231,Lecture,3,4,ANN,102,,
21011D,JOUR-206,20231,Lecture,1,4,ANN,102,,
21012D,JOUR-206,20231,Lecture,5,5,ANN,102,,
21013D,JOUR-206,20231,Lecture,5,5,ANN,102,,
21014D,JOUR-206,20231,Lecture,6,6,ANN,102,,
21015D,JOUR-206,20231,Lecture,4,5,ANN,102,,
21016D,JOUR-206,20231,Lecture,4,5,ANN,102,,
21017D,JOUR-206,20231,Lecture,5,5,ANN,102,,
21018D,JOUR-206,20231,Lecture,5,6,ANN,102,,
21019D,JOUR-206,20231,Lecture,5,5,ANN,102,,
21020D,JOUR-206,20231,Lecture,6,6,ANN,102,,
21021D,JOUR-206,20231,Lecture,6,6,ANN,102,,
21022D,JOUR-206,20231,Lecture,5,6,ANN,102,,
21023D,JOUR-206,20231,Lecture,5,5,ANN,102,,
21024D,JOUR-206,20231,Lecture,5,5,ANN,102,,
21025D,JOUR-206,20231,Lecture,4,6,ANN,102,,
21027D,JOUR-206,20231,Lecture,4,5,ANN,102,,
21029D,JOUR-206,20231,Lecture,2,5,ANN,102,,
21031D,JOUR-206,20231,Lecture,4,5,ANN,102,,
21112D,JOUR-206,20231,Lecture,6,6,ANN,102,,
21040D,JOUR-207,20231,Lecture,13,15,ANN,307,,
21041D,JOUR-207,20231,Lecture,7,15,ANN,405,,
21072D,JOUR-210,20231,Lecture,4,15,ANN,102,,
21100D,JOUR-307,20231,Lecture,13,14,ANN,307,,
21120D,JOUR-307,20231,Lecture,16,16,ANN,308,,
21121D,JOUR-307,20231,Lecture,13,14,ANN,413,,
21122D,JOUR-307,20231,Lecture,13,14,ANN,307,,
21123D,JOUR-307,20231,Lecture,14,15,ANN,308,,
21125D,JOUR-307,20231,Lecture,13,14,ANN,413,,
21126D,JOUR-307,20231,Lecture,15,15,ANN,307,,
21164D,JOUR-320,20231,Lecture,12,14,ANN,308,,
21165D,JOUR-320,20231,Lecture,14,14,ANN,413,,
21170D,JOUR-320,20231,Lecture,15,15,ANN,307,,
21172D,JOUR-320,20231,Lecture,14,14,ANN,413,,
21173D,JOUR-320,20231,Lecture,15,16,ANN,307,,
21174D,JOUR-320,20231,Lecture,13,14,ANN,413,,
21175D,JOUR-320,20231,Lecture,14,15,ANN,308,,
21177D,JOUR-321,20231,Lecture,12,15,ANN,307,,
21179D,JOUR-321,20231,Lecture,8,15,ANN,405,,
21168D,JOUR-322,20231,Lecture,16,16,ANN,408,,
21169D,JOUR-322,20231,Lecture,14,15,ANN,408,,
21167D,JOUR-323,20231,Lecture,7,20,ANN,211,,
21176D,JOUR-330,20231,Lecture,20,20,ANN,210,,
21178D,JOUR-340,20231,Lecture,17,20,OFFICE,,,
21186D,JOUR-350,20231,Lecture,20,32,ANN,210,,
21188D,JOUR-372,20231,Lecture-Lab,13,15,ANN,413,,
21218D,JOUR-380,20231,Lecture,70,80,ANN,L105A,,
21229D,JOUR-381,20231,Lecture,30,32,ANN,L115,,
21221D,JOUR-403,20231,Lecture,8,12,ANN,210,,
21226D,JOUR-403,20231,Lab,2,3,ANN,102,,
21227D,JOUR-403,20231,Lab,3,3,ANN,102,,
21228D,JOUR-403,20231,Lab,1,3,ANN,102,,
21230D,JOUR-403,20231,Lab,2,3,ANN,102,,
21236D,JOUR-404,20231,Lecture,11,12,ANN,305,,
21237D,JOUR-405,20231,Lecture,5,15,ANN,210,,
21250D,JOUR-409,20231,Lecture,10,15,ANN,209,,
21257D,JOUR-412,20231,Lecture,20,20,ANN,405,,
21252D,JOUR-414,20231,Lecture,14,15,ANN,307,,
21254D,JOUR-414,20231,Lecture,15,15,ANN,210,,
21259D,JOUR-414,20231,Lecture,18,18,ANN,309,,
21264D,JOUR-414,20231,Lecture,13,15,ANN,308,,
21268D,JOUR-414,20231,Lecture,15,15,ANN,211,,
21287D,JOUR-430,20231,Lecture,14,14,ANN,408,,
21292D,JOUR-432,20231,Lecture,16,20,ANN,305,,
21293D,JOUR-432,20231,Lecture,15,20,ANN,305,,
21295D,JOUR-435,20231,Lecture,13,15,ANN,305,,
21299D,JOUR-441,20231,Lecture,19,20,ANN,309,,
21208D,JOUR-446,20231,Lecture,13,15,ANN,309,,
21209D,JOUR-447,20231,Lecture,14,15,ANN,405,,
21210D,JOUR-448,20231,Lecture,6,15,ASC,331,,
21220D,JOUR-457,20231,Lecture,20,20,ANN,408,,
21373D,JOUR-462,20231,Lecture,20,21,ASC,331,,
21374D,JOUR-462,20231,Lecture,19,19,ASC,331,,
21375D,JOUR-462,20231,Lecture,22,22,ASC,331,,
21377D,JOUR-463,20231,Lecture,11,20,ASC,331,,
21380D,JOUR-467,20231,Lecture,21,25,OFFICE,,,
21449D,JOUR-480,20231,Lecture,32,33,ANN,L116,,
21376D,JOUR-481,20231,Lecture,33,33,ANN,L116,,
21378D,JOUR-485,20231,Lecture,11,15,ANN,209,,
21246D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21406D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21407D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21408D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21410D,JOUR-490,20231,Lecture,2,12,OFFICE,,,
21411D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21412D,JOUR-490,20231,Lecture,1,12,OFFICE,,,
21413D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21414D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21415D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21417D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21419D,JOUR-490,20231,Lecture,1,12,OFFICE,,,
21420D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21421D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21422D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21423D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21425D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21427D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21428D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21429D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21430D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21431D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21432D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21433D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21434D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21436D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21440D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21441D,JOUR-490,20231,Lecture,6,12,ASC,236,,
21443D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21445D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21448D,JOUR-490,20231,Lecture,1,1,OFFICE,,,
21455D,JOUR-490,20231,Lecture,5,7,OFFICE,,,
21463D,JOUR-490,20231,Lecture,1,12,OFFICE,,,
21464D,JOUR-490,20231,Lecture,0,12,OFFICE,,,
21538D,JOUR-494,20231,Lecture,10,15,ANN,413,,
21438D,JOUR-498,20231,Lecture,3,15,ASC,328,,
21152D,JOUR-499,20231,Lecture,4,20,ASC,G38,Recording the Voices of Latinx Women and Food in Los Angeles: A Multimedia Oral History Project,4
21369D,JOUR-499,20231,Lecture,4,20,ONLINE,,Media Polarization and Its Policy Impacts,2
21370D,JOUR-499,20231,Lecture,0,8,ANN,210,Climate Stories,4
21453D,JOUR-499,20231,Lecture,9,12,OFFICE,,Ghana: Immersive Reporting Project,2
21454D,JOUR-499,20231,Lecture,5,10,OFFICE,,"Food, Art and Culture in Tijuana",2
21111R,JOUR-512,20231,Lecture,9,15,ANN,408,,
21116D,JOUR-517,20231,Lecture,9,13,ASC,236,,
21086D,JOUR-519,20231,Lecture,14,15,ASC,230,,
21095R,JOUR-522,20231,Lecture,9,12,ANN,408,,
21500R,JOUR-524,20231,Lecture,14,15,ANN,408,,
21515R,JOUR-525,20231,Lecture,13,15,ASC,328,,
21569R,JOUR-542,20231,Lecture,10,15,ASC,230,,
21576R,JOUR-555,20231,Lecture,7,15,ANN,308,,
21636R,JOUR-572,20231,Lecture,10,15,ANN,408,,
21638R,JOUR-574,20231,Lecture,7,15,ANN,L116,,
21637D,JOUR-579,20231,Lecture,14,15,OFFICE,,,
21640D,JOUR-579,20231,Lecture,13,15,OFFICE,,,
21641D,JOUR-585,20231,Lecture,9,12,ASC,240,,
21446D,JOUR-590,20231,Lecture,0,5,OFFICE,,,
21514D,JOUR-590,20231,Lecture,1,1,OFFICE,,,
21516D,JOUR-590,20231,Lecture,1,1,OFFICE,,,
21518D,JOUR-590,20231,Lecture,1,1,OFFICE,,,
21519D,JOUR-590,20231,Lecture,1,1,OFFICE,,,
21535D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21536D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21644D,JOUR-590,20231,Lecture,1,12,OFFICE,,,
21645D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21646D,JOUR-590,20231,Lecture,1,12,OFFICE,,,
21648D,JOUR-590,20231,Lecture,1,12,OFFICE,,,
21649D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21650D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21652D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21655D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21657D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21658D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21659D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21660D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21661D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21664D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21665D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21666D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21667D,JOUR-590,20231,Lecture,1,12,OFFICE,,,
21668D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21669D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21670D,JOUR-590,20231,Lecture,1,12,OFFICE,,,
21671D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21672D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21673D,JOUR-590,20231,Lecture,1,12,OFFICE,,,
21674D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21676D,JOUR-590,20231,Lecture,1,12,ASC,236,,
21677D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21682D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21685D,JOUR-590,20231,Lecture,4,12,OFFICE,,,
21686D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21687D,JOUR-590,20231,Lecture,0,12,OFFICE,,,
21688D,JOUR-593,20231,Lecture,10,12,ASC,236,,
21691D,JOUR-594A,20231,Lecture,1,12,OFFICE,,,
21692D,JOUR-594A,20231,Lecture,1,12,OFFICE,,,
21696R,JOUR-594B,20231,Lecture,23,23,OFFICE,,,
21697R,JOUR-594B,20231,Lecture,6,6,OFFICE,,,
21592D,JOUR-594Z,20231,Lecture,6,12,OFFICE,,,
21593D,JOUR-594Z,20231,Lecture,1,12,OFFICE,,,
21623R,JOUR-598,20231,Lecture,9,9,ANN,307,,
21624R,JOUR-598,20231,Lecture,8,9,ANN,308,,
21066D,PR-209,20231,Lecture,16,16,ANN,308,,
21067D,PR-209,20231,Lecture,12,16,ANN,413,,
21068D,PR-209,20231,Lecture,12,16,ANN,308,,
21075D,PR-250,20231,Lecture,17,18,ASC,240,,
21077D,PR-250,20231,Lecture,12,17,ONLINE,,,
21087D,PR-250,20231,Lecture,17,17,ANN,308,,
21088D,PR-250,20231,Lecture,22,22,ASC,331,,
21140D,PR-340,20231,Lecture,35,36,ANN,406,,
21141D,PR-340,20231,Lecture,32,36,ANN,406,,
21144D,PR-343,20231,Lecture,11,20,ANN,211,,
21148D,PR-351A,20231,Lecture,17,17,ANN,405,,
21149D,PR-351A,20231,Lecture,15,16,ANN,413,,
21151D,PR-351A,20231,Lecture,16,16,ANN,307,,
21153D,PR-351A,20231,Lecture,14,15,ANN,413,,
21156D,PR-351B,20231,Lecture,13,13,ANN,413,,
21157D,PR-351B,20231,Lecture,12,13,ANN,307,,
21159D,PR-352,20231,Lecture,15,18,ANN,413,,
21160D,PR-410,20231,Lecture,6,25,OFFICE,,,
21163D,PR-426,20231,Lecture,24,32,ANN,L115,,
21253D,PR-429,20231,Lecture,17,18,ANN,309,,
21258D,PR-429,20231,Lecture,13,18,ANN,309,,
21256D,PR-431,20231,Lecture,19,24,ANN,408,,
21255D,PR-450,20231,Lecture,13,15,ANN,405,,
21260D,PR-450,20231,Lecture,14,15,ANN,308,,
21261D,PR-450,20231,Lecture,4,15,ASC,230,,
21262D,PR-450,20231,Lecture,16,16,ANN,405,,
21265D,PR-450,20231,Lecture,17,17,ANN,309,,
21272D,PR-452,20231,Lecture,35,35,ASC,231,,
21266D,PR-454,20231,Lecture,23,25,ANN,209,,
21269D,PR-457,20231,Lecture,24,30,ANN,210,,
21263D,PR-458,20231,Lecture,13,26,ANN,L115,,
21271D,PR-463,20231,Lecture,13,17,ANN,408,,
21310D,PR-463,20231,Lecture,12,17,ASC,G34,,
21309D,PR-464,20231,Lecture,21,23,ANN,406,,
21311D,PR-464,20231,Lecture,20,20,ANN,309,,
21312D,PR-478,20231,Lecture,21,21,ANN,305,,
21314D,PR-486,20231,Lecture,19,19,ANN,307,,
21270D,PR-487,20231,Lecture,16,16,ANN,307,,
21273D,PR-487,20231,Lecture,11,16,ANN,308,,
21402D,PR-490,20231,Lecture,0,12,OFFICE,,,
21403D,PR-490,20231,Lecture,0,12,OFFICE,,,
21405D,PR-490,20231,Lecture,0,12,OFFICE,,,
21409D,PR-490,20231,Lecture,1,12,OFFICE,,,
21416D,PR-490,20231,Lecture,1,12,OFFICE,,,
21418D,PR-490,20231,Lecture,0,12,OFFICE,,,
21424D,PR-490,20231,Lecture,0,12,OFFICE,,,
21426D,PR-490,20231,Lecture,0,12,OFFICE,,,
21437D,PR-490,20231,Lecture,0,12,OFFICE,,,
21442D,PR-490,20231,Lecture,0,12,OFFICE,,,
21444D,PR-490,20231,Lecture,0,12,OFFICE,,,
21451D,PR-491,20231,Lecture,32,35,ANN,406,,
21450D,PR-492,20231,Lecture,23,23,ANN,211,,
21439D,PR-498,20231,Lecture,11,15,ASC,230,,
21435D,PR-499,20231,Lecture,16,20,ANN,309,The NIL Experience for Student Practitioners and College Athletes,2
21456D,PR-501,20231,Lecture,23,30,ANN,210,,
21390D,PR-523,20231,Lecture,20,20,ANN,L116,,
21391D,PR-523,20231,Lecture,18,19,ASC,230,,
21392D,PR-523,20231,Lecture,20,20,ANN,L116,,
21393D,PR-523,20231,Lecture,18,20,ASC,G38,,
21394D,PR-524,20231,Lecture,16,16,ANN,308,,
21395R,PR-524,20231,Lecture,13,15,ANN,307,,
21396D,PR-524,20231,Lecture,15,15,ONLINE,,,
21398D,PR-524,20231,Lecture,16,16,ANN,308,,
21399R,PR-524,20231,Lecture,13,15,ANN,307,,
21400D,PR-524,20231,Lecture,17,17,ANN,413,,
21401D,PR-524,20231,Lecture,15,15,ANN,307,,
21340R,PR-525,20231,Lecture,10,17,ANN,413,,
21342R,PR-525,20231,Lecture,11,17,ANN,308,,
21521D,PR-529,20231,Lecture,15,16,ASC,228,,
21528D,PR-529,20231,Lecture,17,17,ANN,L115,,
21531D,PR-529,20231,Lecture,15,15,ANN,305,,
21532D,PR-529,20231,Lecture,16,16,ANN,210,,
21533D,PR-529,20231,Lecture,15,16,ANN,406,,
21537D,PR-529,20231,Lecture,14,16,ONLINE,,,
21539R,PR-529,20231,Lecture,8,15,ANN,211,,
21559D,PR-562,20231,Lecture,17,80,ONLINE,,,
21560D,PR-565,20231,Lecture,15,20,ANN,408,,
21561D,PR-565,20231,Lecture,19,20,ANN,211,,
21563D,PR-568,20231,Lecture,18,20,ANN,408,,
21564D,PR-568,20231,Lecture,18,20,ASC,G34,,
21534D,PR-590,20231,Lecture,4,4,OFFICE,,,
21642D,PR-590,20231,Lecture,1,12,OFFICE,,,
21647D,PR-590,20231,Lecture,0,12,OFFICE,,,
21654D,PR-590,20231,Lecture,0,12,OFFICE,,,
21656D,PR-590,20231,Lecture,4,12,OFFICE,,,
21662D,PR-590,20231,Lecture,0,12,OFFICE,,,
