SCT_ID,CRS_ID,SEM_ID,SCT_TYPE,SCT_REG,SCT_SEATS,SCT_BUILD,SCT_ROOM,SCT_TITLE,SCT_UNITS
21663D,PR-590,20231,Lecture,0,12,OFFICE,,,
21675D,PR-590,20231,Lecture,1,12,OFFICE,,,
21678D,PR-590,20231,Lecture,0,12,OFFICE,,,
21680D,PR-590,20231,Lecture,0,12,OFFICE,,,
21681D,PR-590,20231,Lecture,2,12,OFFICE,,,
21683D,PR-590,20231,Lecture,0,12,OFFICE,,,
21693D,PR-590,20231,Lecture,1,1,OFFICE,,,
21698D,PR-590,20231,Lecture,1,1,OFFICE,,,
21630D,PR-594B,20231,Lecture,1,1,OFFICE,,,
21689D,PR-594B,20231,Lecture,2,2,OFFICE,,,
21690D,PR-594B,20231,Lecture,1,1,OFFICE,,,
21694D,PR-594B,20231,Lecture,1,1,OFFICE,,,
21594D,PR-594Z,20231,Lecture,1,1,OFFICE,,,
21679D,PR-598,20231,Lecture,24,24,ASC,231,,
21684D,PR-598,20231,Lecture,19,19,ASC,240,,
21695D,PR-598,20231,Lecture,17,17,ANN,L101,,
52802R,PUBD-369,20231,Lecture,24,25,ASC,328,,
52841D,PUBD-511,20231,Lecture,7,25,ANN,405,,
52842D,PUBD-512,20231,Lecture,31,31,ASC,331,,
52848D,PUBD-518,20231,Lecture,5,25,ASC,G38,,
52850D,PUBD-520,20231,Lecture,3,25,ASC,G38,Latin America,
52856D,PUBD-526,20231,Lecture,25,25,ASC,240,,
52880D,PUBD-590,20231,Lecture,0,10,OFFICE,,,1
52881D,PUBD-590,20231,Lecture,0,10,OFFICE,,,1
52882D,PUBD-590,20231,Lecture,0,10,OFFICE,,,1
52883D,PUBD-590,20231,Lecture,0,10,OFFICE,,,1
52884D,PUBD-590,20231,Lecture,4,4,OFFICE,,,1
52887D,PUBD-596,20231,Lecture,14,25,OFFICE,,,
22355D,DANC-105,20231,Lecture,29,35,KDC,236,,
22360D,DANC-110,20231,Lecture,26,26,TBA,,,
22363D,DANC-120,20231,Lecture,25,26,KDC,102,,
22364D,DANC-120,20231,Lab,25,26,KDC,102,,
22369D,DANC-131,20231,Lecture,26,26,KDC,104,,
22373R,DANC-143,20231,Lecture,10,35,KDC,105,,
22376R,DANC-150,20231,Lecture,10,40,KDC,236,,1
22383R,DANC-170,20231,Lecture-Lab,15,35,KDC,220,,
22387R,DANC-175,20231,Lecture,6,35,KDC,220,,
22389R,DANC-177,20231,Lecture,1,19,KDC,106,Introduction to Social Dance,2
22390D,DANC-177,20231,Lecture,18,35,KDC,104,Introduction to Pointe,1
22393R,DANC-180,20231,Lecture,7,35,KDC,107,,
22394R,DANC-181A,20231,Lecture,20,25,KDC,106,,
22395R,DANC-181A,20231,Lecture,8,35,KDC,106,Dunham,
22396R,DANC-181B,20231,Lecture,12,35,KDC,106,,
22402R,DANC-183A,20231,Lecture,30,35,KDC,105,,
22403R,DANC-183A,20231,Lecture,32,35,KDC,105,,
22404R,DANC-183B,20231,Lecture,15,19,KDC,105,,
22405R,DANC-183C,20231,Lecture,20,25,KDC,105,,
22406R,DANC-183D,20231,Lecture,14,35,KDC,105,,
22407R,DANC-184A,20231,Lecture,18,19,KDC,220,,
22409R,DANC-184B,20231,Lecture,9,25,KDC,107,,
22410R,DANC-184C,20231,Lecture,14,25,KDC,220,,
22413R,DANC-185A,20231,Lecture,39,40,KDC,106,,
22414R,DANC-185A,20231,Lecture,35,40,KDC,106,,
22415R,DANC-185A,20231,Lecture,34,40,KDC,106,,
22416R,DANC-185A,20231,Lecture,33,40,KDC,106,,
22418R,DANC-185B,20231,Lecture,37,40,KDC,106,,
22421R,DANC-187,20231,Lecture,27,30,KDC,107,,
22423R,DANC-188A,20231,Lecture,32,50,KDC,107,,
22424R,DANC-188A,20231,Lecture,34,50,KDC,107,,
22425R,DANC-188A,20231,Lecture,36,50,KDC,107,,
22426R,DANC-188A,20231,Lecture,31,50,KDC,107,,
22428R,DANC-188B,20231,Lecture,11,35,KDC,107,,
22429R,DANC-189A,20231,Lecture,5,35,KDC,106,,
22431R,DANC-189B,20231,Lecture,14,35,KDC,107,,
22439D,DANC-200,20231,Lecture-Lab,15,16,TBA,,,3
22440D,DANC-200,20231,Lecture-Lab,9,10,TBA,,,3
22441D,DANC-200,20231,Lecture-Lab,11,11,TBA,,,2
22445D,DANC-210,20231,Lecture,23,26,TBA,,,
22447R,DANC-212,20231,Lecture,50,60,KDC,235,,
22450D,DANC-218,20231,Lecture,23,26,KDC,236,,
22452D,DANC-220,20231,Lecture,13,26,KDC,105,,
22453D,DANC-220,20231,Lab,13,26,KDC,105,,
22458D,DANC-231,20231,Lecture,23,26,KDC,102,,
22463R,DANC-280,20231,Lecture,34,72,THH,210,,
22471D,DANC-302,20231,Lecture,0,0,,,,
22564R,DANC-302,20231,Lecture,34,80,SOS,B2,,
22476D,DANC-310,20231,Lecture,22,26,TBA,,,
22478R,DANC-312,20231,Lecture,70,72,THH,210,,
22479R,DANC-312,20231,Lecture,23,72,THH,210,,
22482D,DANC-320,20231,Lecture,19,26,KDC,104,,
22483D,DANC-320,20231,Lab,19,26,KDC,104,,
22485R,DANC-333,20231,Lecture,60,60,KDC,235,,
22487D,DANC-342,20231,Lecture,68,72,THH,210,,
22491D,DANC-347,20231,Lecture,6,6,OFFICE,,,1
22495D,DANC-350,20231,Lecture,5,25,KDC,220,,
22502D,DANC-355,20231,Lecture,13,25,KDC,104,Advanced Musical Theatre Technique,1
22505D,DANC-355,20231,Lecture,20,25,KDC,107,Locking,1
22506R,DANC-362,20231,Lecture,42,45,KDC,106,,
22507R,DANC-362,20231,Lecture,38,40,KDC,106,,
22509R,DANC-362,20231,Lecture,40,40,KDC,104,,
22508R,DANC-363,20231,Lecture,56,60,ONLINE,,,
22513D,DANC-372,20231,Lecture,24,35,KDC,106,,2
22524D,DANC-410,20231,Lecture,23,26,TBA,,,
22527D,DANC-420,20231,Lecture,13,26,KDC,220,,
22528D,DANC-420,20231,Lab,13,26,KDC,220,,
22537D,DANC-470,20231,Lecture,23,26,KDC,241,,
22544D,DANC-485,20231,Lecture,23,26,KDC,241,,
22546D,DANC-490,20231,Lecture,15,20,OFFICE,,,
22549D,DANC-495,20231,Lecture,3,20,OFFICE,,,
22605D,ADNT-703A,20231,Lecture,4,10,OFFICE,,,2
22608D,ADNT-703B,20231,Lecture,4,10,OFFICE,,,
22606D,ADNT-703D,20231,Lecture,6,10,OFFICE,,,
22609D,ADNT-703E,20231,Lecture,4,10,OFFICE,,,
22607D,ADNT-703H,20231,Lecture,5,10,OFFICE,,,
22611D,ADNT-703I,20231,Lecture,4,15,OFFICE,,,
22613D,ADNT-704C,20231,Lecture,4,10,OFFICE,,,1
22602D,ADNT-706,20231,Lecture,10,10,OFFICE,,,
22603D,ADNT-707,20231,Lecture,10,10,OFFICE,,,
22600D,ADNT-710,20231,Lecture,2,5,OFFICE,,,0
22601D,ADNT-710,20231,Lecture,2,10,OFFICE,,,5
22610D,ADNT-710,20231,Lecture,4,10,OFFICE,,,0
22612D,ADNT-710,20231,Lecture,20,20,OFFICE,,,0
22614D,ADNT-710,20231,Lecture,4,10,OFFICE,,,0
22618D,ADNT-710,20231,Lecture,10,10,OFFICE,,,0
22621D,ADNT-710,20231,Lecture,12,20,OFFICE,,,1
22931R,DENT-221,20231,Lecture,19,100,,,,
22932R,DENT-412,20231,Lecture,22,35,TBA,,,
22912R,DENT-695,20231,Lecture,170,175,OFFICE,,,2
22902D,DENT-850,20231,Lecture,7,20,TBA,,,15
24678D,COH-593A,20231,Lecture,3,6,ONLINE,,,
24655D,COH-701,20231,Lecture,0,10,ONLINE,,,
24670D,COH-701,20231,Lecture,4,10,ONLINE,,,
24671D,COH-702,20231,Lecture,1,1,ONLINE,,,
24659D,COH-703,20231,Lecture,9,10,ONLINE,,,
24674D,COH-703,20231,Lecture,2,8,ONLINE,,,
24658D,COH-705,20231,Lecture,3,10,ONLINE,,,
24673D,COH-705,20231,Lecture,7,10,ONLINE,,,
24657D,COH-706,20231,Lecture,0,10,ONLINE,,,
24672D,COH-706,20231,Lecture,0,10,ONLINE,,,
24675D,COH-710,20231,Lecture,4,8,ONLINE,,,
24676D,COH-711,20231,Lecture,1,3,ONLINE,,,
24677D,COH-712,20231,Lecture,1,6,ONLINE,,,
22301D,CBY-574,20231,Lecture,4,30,OFFICE,,,
22303D,CBY-576,20231,Lecture,4,30,OFFICE,,,
22302D,CBY-589,20231,Lecture,13,30,,,,
22320D,CBY-590,20231,Lecture,8,40,OFFICE,,,
22308D,CBY-671,20231,Lecture,0,30,OFFICE,,,
22324D,CBY-790,20231,Lecture,15,30,OFFICE,,,
22325D,CBY-794A,20231,Lecture,1,30,OFFICE,,,
22326D,CBY-794B,20231,Lecture,0,30,OFFICE,,,
22327D,CBY-794C,20231,Lecture,1,30,OFFICE,,,
22328D,CBY-794D,20231,Lecture,2,30,OFFICE,,,
22329D,CBY-794Z,20231,Lecture,2,30,OFFICE,,,
23212D,DPBL-501B,20231,Lecture,143,150,,,,
23213D,DPBL-502B,20231,Lecture,143,150,,,,
23214D,DPBL-503B,20231,Lecture,143,150,,,,
23215D,DPBL-504B,20231,Lecture,144,150,,,,
23208D,DPBL-511B,20231,Lecture,142,150,,,,
23209D,DPBL-512B,20231,Lecture,142,150,,,,
23210D,DPBL-513B,20231,Lecture,142,150,,,,
23211D,DPBL-514B,20231,Lecture,142,150,,,,
23220D,DPBL-521B,20231,Lecture,34,50,,,,
23204D,DPBL-521B,20231,Lecture,141,150,,,,
23205D,DPBL-522B,20231,Lecture,141,150,,,,
23221D,DPBL-522B,20231,Lecture,34,50,,,,
23206D,DPBL-523B,20231,Lecture,141,150,,,,
23222D,DPBL-523B,20231,Lecture,34,50,,,,
23207D,DPBL-524B,20231,Lecture,141,150,,,,
23223D,DPBL-524B,20231,Lecture,34,50,,,,
23200D,DPBL-531B,20231,Lecture,144,150,,,,
23216D,DPBL-531B,20231,Lecture,33,50,OFFICE,,,
23201D,DPBL-532B,20231,Lecture,144,150,,,,
23217D,DPBL-532B,20231,Lecture,33,50,OFFICE,,,
23202D,DPBL-533B,20231,Lecture,144,150,,,,
23218D,DPBL-533B,20231,Lecture,33,50,,,,
23203D,DPBL-534B,20231,Lecture,144,150,OFFICE,,,
23219D,DPBL-534B,20231,Lecture,33,50,,,,
23442D,GDEN-712A,20231,Lecture,1,10,ONLINE,,,
23444D,GDEN-712B,20231,Lecture,0,1,ONLINE,,,
23445D,GDEN-712C,20231,Lecture,0,10,ONLINE,,,
23446D,GDEN-713,20231,Lecture,0,6,ONLINE,,,
23449D,GDEN-713,20231,Lecture,0,5,ONLINE,,,
23447D,GDEN-714,20231,Lecture,2,5,ONLINE,,,
23440D,GDEN-715,20231,Lecture,0,10,ONLINE,,,
23448D,GDEN-715,20231,Lecture,1,8,ONLINE,,,
23433D,GDEN-730,20231,Lecture,2,10,ONLINE,,,
23436D,GDEN-731,20231,Lecture,3,10,ONLINE,,,
23434D,GDEN-733,20231,Lecture,0,1,ONLINE,,,
23437D,GDEN-733,20231,Lecture,0,12,ONLINE,,,
24592D,GPR-603C,20231,Lecture,4,10,OFFICE,,,
24593D,GPR-604C,20231,Lecture,4,10,OFFICE,,,
24594D,GPR-605C,20231,Lecture,4,10,OFFICE,,,
24595D,GPR-611C,20231,Lecture-Lab,4,10,OFFICE,,,
24596D,GPR-705C,20231,Lecture,4,10,OFFICE,,,
24597D,GPR-706C,20231,Lecture,4,10,OFFICE,,,
24598D,GPR-710C,20231,Lecture,4,10,TBA,,,
24599D,GPR-733C,20231,Lecture,4,10,OFFICE,,,
24555D,OFP-705,20231,Lecture,10,15,ONLINE,,,
24557D,OFP-730A,20231,Lecture,5,8,ONLINE,,,
24558D,OFP-730B,20231,Lecture,5,10,ONLINE,,,
24006D,OFPM-704,20231,Lecture,19,25,ONLINE,,,
24000D,OFPM-705,20231,Lecture,2,5,OFFICE,,,
24007D,OFPM-705,20231,Lecture,10,30,ONLINE,,,
24003D,OFPM-709,20231,Lecture,2,5,OFFICE,,,
24001D,OFPM-721,20231,Lecture,2,5,OFFICE,,,
24015D,OFPM-721,20231,Lecture,11,20,ONLINE,,,
24002D,OFPM-722,20231,Lecture,2,5,OFFICE,,,
24008D,OFPM-722,20231,Lecture,6,30,ONLINE,,,
24024D,OFPM-724,20231,Lecture,1,1,ONLINE,,,
24018D,OFPM-725,20231,Lecture,8,20,ONLINE,,,
24019D,OFPM-725,20231,Lecture,0,10,ONLINE,,,
24020D,OFPM-725,20231,Lecture,2,4,ONLINE,,,
24023D,OFPM-727,20231,Lecture,3,18,ONLINE,,,
24004D,OFPM-728,20231,Lecture,2,5,OFFICE,,,
24017D,OFPM-729A,20231,Lecture,16,20,ONLINE,,,
24022D,OFPM-729C,20231,Lecture,14,20,ONLINE,,,
24025D,OFPM-729D,20231,Lecture,8,10,ONLINE,,,
24012D,OFPM-730A,20231,Lecture,3,8,ONLINE,,,
24009D,OFPM-730B,20231,Lecture,5,30,ONLINE,,,
24011D,OFPM-730C,20231,Lecture,8,21,ONLINE,,,
24016D,OFPM-730D,20231,Lecture,12,20,ONLINE,,,
24026D,OFPM-730E,20231,Lecture,8,10,ONLINE,,,
24581D,OPR-701,20231,Lecture,9,12,ONLINE,,,
24583D,OPR-703,20231,Lecture,10,12,ONLINE,,,
24584D,OPR-730,20231,Lecture,9,12,ONLINE,,,
24100D,OPER-704B,20231,Lecture,3,10,OFFICE,,,
24106D,OPER-704E,20231,Lecture,2,10,OFFICE,,,
24101D,OPER-706,20231,Lecture-Lab,2,10,OFFICE,,,
24102D,OPER-715C,20231,Lecture-Lab,2,10,OFFICE,,,
24103D,OPER-735B,20231,Lecture-Lab,3,10,OFFICE,,,
24104D,OPER-780C,20231,Lecture,2,10,OFFICE,,,
24107D,OPER-780F,20231,Lecture,2,10,OFFICE,,,
24105D,OPER-795B,20231,Lecture,2,10,OFFICE,,,2
24108D,OPER-795E,20231,Lecture,2,10,OFFICE,,,3
24219D,PEDO-701B,20231,Lecture,10,10,OFFICE,,,
24201D,PEDO-702A,20231,Lecture,10,15,OFFICE,,,5
24210D,PEDO-702B,20231,Lecture,10,15,OFFICE,,,5
24202D,PEDO-703B,20231,Lecture-Lab,10,10,OFFICE,,,3
24211D,PEDO-703E,20231,Lecture,10,10,OFFICE,,,
24203D,PEDO-704A,20231,Lecture,10,15,OFFICE,,,
24204D,PEDO-704B,20231,Lecture,10,15,OFFICE,,,
24212D,PEDO-705,20231,Lecture,10,10,OFFICE,,,
24213D,PEDO-707,20231,Lecture,10,10,OFFICE,,,
24214D,PEDO-708,20231,Lecture,10,10,OFFICE,,,
24220D,PEDO-721,20231,Lecture,10,10,OFFICE,,,
24206D,PEDO-761B,20231,Lecture,10,15,OFFICE,,,5
24215D,PEDO-771B,20231,Lecture,10,15,OFFICE,,,8
24207D,PEDO-772B,20231,Lecture,10,15,OFFICE,,,1
24216D,PEDO-772E,20231,Lecture,10,10,OFFICE,,,
24217D,PEDO-773,20231,Lecture,10,10,OFFICE,,,
24221D,PEDO-774,20231,Lecture,10,10,OFFICE,,,
24222D,PEDO-790A,20231,Lecture,10,10,OFFICE,,,
24218D,PEDO-790B,20231,Lecture,10,10,OFFICE,,,
24252D,PERI-701A,20231,Lecture,4,10,OFFICE,,,
24260D,PERI-701B,20231,Lecture,4,10,OFFICE,,,
24253D,PERI-702B,20231,Lecture,4,10,OFFICE,,,
24254D,PERI-704B,20231,Lecture,4,10,OFFICE,,,
24261D,PERI-704E,20231,Lecture,4,10,OFFICE,,,
24265D,PERI-704I,20231,Lecture,4,15,OFFICE,,,
24255D,PERI-708,20231,Lecture,4,10,OFFICE,,,
24256D,PERI-711,20231,Lecture,4,10,OFFICE,,,2
24257D,PERI-713B,20231,Lecture,4,10,OFFICE,,,
24262D,PERI-713E,20231,Lecture,4,10,OFFICE,,,
24266D,PERI-713I,20231,Lecture,4,15,OFFICE,,,
24263D,PERI-716B,20231,Lecture,4,10,OFFICE,,,
24268D,PERI-750,20231,Lecture,4,10,OFFICE,,,3
24258D,PERI-752,20231,Lecture,10,20,OFFICE,,,
24259D,PERI-761B,20231,Lecture,4,10,OFFICE,,,5
24264D,PERI-761E,20231,Lecture,4,10,OFFICE,,,10
24267D,PERI-761I,20231,Lecture,4,15,TBA,,,10
63305D,THTE-201B,20231,Lecture,9,18,MCC,106,,
63307D,THTE-203,20231,Lecture,9,18,MCC,112,,
63308D,THTE-301,20231,Lecture,11,18,PED,207,,
63309R,THTE-301,20231,Lab,11,18,MCC,111,,
63310D,THTE-406,20231,Lecture,11,18,MCC,112,,
63311R,THTE-406,20231,Lab,11,18,OFFICE,,,
63306D,THTE-407,20231,Lecture,11,18,MCC,106,,
62606D,THTR-101,20231,Lecture,18,18,PED,205,,
62602D,THTR-101,20231,Lecture,18,18,MCC,109,,
62604R,THTR-101,20231,Lecture,18,18,MCC,112,,
62605R,THTR-101,20231,Lecture,17,18,PED,202,,
62603R,THTR-105,20231,Lecture,13,18,SHR,105,,
62607R,THTR-105,20231,Lecture,12,18,SHR,105,,
62608D,THTR-105,20231,Lecture,16,18,SHR,105,,
62609R,THTR-105,20231,Lecture,9,18,SHR,105,,
62628D,THTR-105,20231,Lecture,21,21,SHR,105,,
62629D,THTR-105,20231,Lecture,19,20,SHR,105,,
62610D,THTR-115B,20231,Lecture,0,0,,,,
62613D,THTR-120B,20231,Lecture,17,25,MCC,107,,
62614R,THTR-120B,20231,Lecture,0,0,,,,
62625R,THTR-122,20231,Lecture,15,18,PED,206,,
62626R,THTR-122,20231,Lecture,17,18,PED,206,,
62627R,THTR-122,20231,Lecture,17,18,PED,206,,
62619R,THTR-122,20231,Lecture,18,18,MCC,107,,
62620R,THTR-122,20231,Lecture,0,0,,,,
62621R,THTR-122,20231,Lecture,16,18,PED,208,,
62622D,THTR-122,20231,Lecture,15,18,PED,208,,
62624R,THTR-122,20231,Lecture,18,18,PED,208,,
62630R,THTR-124A,20231,Lecture,0,0,,,,
62639D,THTR-130,20231,Lecture,12,15,MCC,102,,
62640D,THTR-130,20231,Lecture,88,105,SGM,124,,
62641R,THTR-130,20231,Lab,100,155,OFFICE,,,
62651D,THTR-131B,20231,Lecture,16,20,PED,114E,,
62652R,THTR-131B,20231,Lab,16,20,TTL,,,
62655D,THTR-132B,20231,Lecture,16,20,KAP,164,,
62661D,THTR-140B,20231,Lecture,0,0,,,,
62662R,THTR-140B,20231,Lab,0,0,,,,
62663D,THTR-141,20231,Lecture,17,25,PED,207,,
62675R,THTR-152,20231,Lecture,7,18,PED,206,,
62676D,THTR-152,20231,Lecture,18,18,PED,207,,
62677R,THTR-152,20231,Lecture,18,18,PED,204,,
62678R,THTR-152,20231,Lecture,10,18,MCC,109,,
62679D,THTR-152,20231,Lecture,18,18,MCC,107,,
62849R,THTR-194,20231,Lecture,0,0,,,,
62846R,THTR-195,20231,Lecture,0,0,,,,
62848R,THTR-196,20231,Lecture,0,0,,,,
63254D,THTR-202,20231,Lecture,15,18,PED,207,,
62757R,THTR-213,20231,Lecture,6,6,PED,114F,,
63284D,THTR-214B,20231,Lecture,16,25,MCC,107,,
62760D,THTR-215B,20231,Lecture,15,25,MCC,109,,
62761R,THTR-216,20231,Lecture,17,18,PED,204,,
62765D,THTR-220B,20231,Lecture,16,25,MCC,111,,
62769R,THTR-222,20231,Lecture,7,7,BIT,,,
62611R,THTR-225,20231,Lecture,20,30,VHE,210,,
62771D,THTR-225,20231,Lecture,48,50,SOS,B4,,
63287D,THTR-225,20231,Lecture,46,45,GFS,118,,
63288D,THTR-225,20231,Lecture,38,50,THH,116,,
62762R,THTR-225,20231,Discussion,152,200,TBA,,,
62776R,THTR-230,20231,Lecture,11,25,WPH,206,,
62781R,THTR-232,20231,Lecture,8,20,WPH,B30,,
62786R,THTR-240B,20231,Lecture,0,0,,,,
62787R,THTR-241,20231,Lecture,9,12,KAP,164,,
62631R,THTR-250,20231,Lecture,6,18,SHR,105,,
62632R,THTR-250,20231,Lecture,7,18,MCC,106,,
62780R,THTR-250,20231,Lecture,18,18,SHR,105,,
62783R,THTR-250,20231,Lecture,0,0,,,,
62784D,THTR-250,20231,Lecture,4,18,SHR,105,,
62788D,THTR-252A,20231,Lecture,20,20,PED,202,,
62612R,THTR-252B,20231,Lecture,15,18,PED,206,,
62792R,THTR-252B,20231,Lecture,18,18,PED,206,,
62794R,THTR-252B,20231,Lecture,14,18,MCC,112,,
62799D,THTR-252B,20231,Lecture,19,20,PED,205,,
62789D,THTR-252B,20231,Lecture,18,18,MCC,107,,
62790D,THTR-252B,20231,Lecture,13,18,MCC,106,,
62791R,THTR-252B,20231,Lecture,6,18,PED,208,,
63000D,THTR-290,20231,Lecture,0,0,,,,
63012R,THTR-295,20231,Lecture,14,25,DMC,109,,
62847R,THTR-302,20231,Lecture,10,25,DRC,120,,
63052R,THTR-303,20231,Lecture,9,10,PED,114E,,
63053R,THTR-303,20231,Lab,9,15,OFFICE,,,
63001D,THTR-304,20231,Lecture,7,7,PED,208,,
63019R,THTR-305A,20231,Lecture,8,18,PED,202,,
63021R,THTR-305A,20231,Lecture,15,18,MCC,107,,
63022R,THTR-305A,20231,Lecture,18,18,PED,208,,
63023R,THTR-305A,20231,Lecture,10,18,PED,208,,
63024R,THTR-305A,20231,Lecture,7,18,DRC,120,,
63025R,THTR-305A,20231,Lecture,18,18,DRC,120,,
63027R,THTR-305B,20231,Lecture,17,18,PED,208,,
62667R,THTR-307,20231,Lecture,0,0,,,,
62668R,THTR-308,20231,Lecture,5,8,PED,114E,,
63285R,THTR-309,20231,Lecture,3,30,GFS,109,,
63257R,THTR-312,20231,Lecture,20,25,GFS,222,,
63033D,THTR-313,20231,Lecture,6,20,DMC,106,,
63040R,THTR-314,20231,Lecture,4,30,THH,215,,
63041D,THTR-315B,20231,Lecture,11,25,MCC,112,,
63042D,THTR-315B,20231,Lecture,0,0,OFFICE,,,
63043R,THTR-316,20231,Lecture,0,0,,,,
63044R,THTR-317,20231,Lecture,13,18,PED,204,,
63045R,THTR-320B,20231,Lecture,0,0,OFFICE,,,
63048D,THTR-320B,20231,Lecture,11,25,PED,202,,
63049R,THTR-322,20231,Lecture,14,18,PED,202,,
63050R,THTR-332,20231,Lecture,0,0,,,,
62920R,THTR-335,20231,Lecture,0,0,,,,
62921R,THTR-335,20231,Lab,0,0,TBA,,,
63051D,THTR-336,20231,Lecture,10,10,MCC,110,,
62936D,THTR-339B,20231,Lecture,11,25,PED,208,,
63056D,THTR-340B,20231,Lecture,0,0,,,,
63059D,THTR-342A,20231,Lecture,17,20,MCC,106,,
63061R,THTR-342B,20231,Lecture,10,18,DRC,120,,
63062D,THTR-343,20231,Lecture,12,18,MCC,109,,
63068D,THTR-352B,20231,Lecture,5,18,MCC,106,,
63069R,THTR-352B,20231,Lecture,11,18,MCC,106,,
63072R,THTR-354,20231,Lecture,15,18,MCC,112,,
63074R,THTR-354,20231,Lecture,16,18,MCC,112,,
63278D,THTR-354,20231,Lecture,8,18,PED,205,,
63075R,THTR-355,20231,Lecture,5,18,PED,208,,
63076R,THTR-365,20231,Lecture,7,18,THH,211,,
63077D,THTR-365,20231,Lecture,18,19,MCC,102,,
63078R,THTR-366,20231,Lecture,13,18,MCC,102,,
62633R,THTR-395,20231,Lecture,0,0,,,,
63095R,THTR-395,20231,Lecture,21,25,THH,B10,,
63100D,THTR-397,20231,Lecture,27,50,TBA,,,
63101D,THTR-397,20231,Lecture,10,50,OFFICE,,,
63102D,THTR-397,20231,Lecture,20,50,OFFICE,,,
63103D,THTR-397,20231,Lecture,19,50,TBA,,,
63109D,THTR-397,20231,Lecture,2,50,OFFICE,,,
63131D,THTR-397,20231,Lecture,3,50,TBA,,,
63104D,THTR-397,20231,Lecture,7,50,TBA,,,
63105D,THTR-397,20231,Lecture,12,50,OFFICE,,,
63106D,THTR-397,20231,Lecture,0,50,TBA,,,
63107D,THTR-397,20231,Lecture,28,50,TBA,,,
63108D,THTR-397,20231,Lecture,4,50,OFFICE,,,
63097R,THTR-401,20231,Lecture,11,25,ZHS,360,,
62845D,THTR-403,20231,Lecture,0,0,,,,
62666R,THTR-404,20231,Lecture,19,20,DRC,120,,
63096D,THTR-405,20231,Lecture,0,0,,,,
63099D,THTR-406,20231,Lecture,0,0,,,,
63171R,THTR-406,20231,Lecture,0,0,,,,
63112R,THTR-407B,20231,Lecture,5,12,PED,114E,,
63098D,THTR-408A,20231,Lecture,16,18,MCC,106,,
63113D,THTR-408A,20231,Lecture,15,18,MCC,106,,
63114D,THTR-408B,20231,Lecture,16,18,MCC,109,,
63258R,THTR-409,20231,Lecture,0,0,,,,
63260R,THTR-409,20231,Lab,0,12,OFFICE,,,
63117R,THTR-410,20231,Lecture-Lab,8,18,SHR,105,,
63116D,THTR-411,20231,Lecture,19,20,KAP,145,,
63266D,THTR-412,20231,Lecture,0,0,,,,
63124D,THTR-414,20231,Lecture,0,0,,,,
63118D,THTR-415,20231,Lecture,0,0,,,,
63208R,THTR-416,20231,Lecture,28,75,SOS,B2,,
63119D,THTR-417,20231,Lecture,25,26,PED,207,,
63121D,THTR-419,20231,Lecture,13,16,MCC,106,,
63028R,THTR-421,20231,Lecture,0,0,,,,
63031R,THTR-421,20231,Lecture,7,20,THH,112,,
63030R,THTR-422,20231,Lecture,12,18,PED,206,,
63110R,THTR-423,20231,Lecture,14,18,THH,119,,
63111R,THTR-423,20231,Lecture,0,0,,,,
63034R,THTR-424,20231,Lecture,37,40,VPD,110,,
63035R,THTR-424,20231,Lecture,15,40,DMC,101,,
63037R,THTR-425,20231,Lecture,3,18,TTL,,,
63135R,THTR-425,20231,Lecture,0,0,,,,
63125R,THTR-426,20231,Lecture,5,18,SHR,105,,
63126D,THTR-427,20231,Lecture,16,18,PED,206,,
63127D,THTR-427,20231,Lecture,17,18,MCC,108,,
63128D,THTR-427,20231,Lecture,11,18,MCC,112,,
63130R,THTR-430,20231,Lecture,4,6,WPH,603,,
63132D,THTR-431,20231,Lecture,9,15,WPH,103,,
63134R,THTR-432B,20231,Lecture,0,0,,,,
63136R,THTR-433B,20231,Lecture,3,12,PED,114E,,
63138R,THTR-434B,20231,Lecture,2,12,PED,114E,,
63139R,THTR-435,20231,Lecture,9,18,BIT,,,
63143R,THTR-437,20231,Lecture,10,10,TTL,,,
63145R,THTR-438,20231,Lecture,0,0,,,,
63149R,THTR-440,20231,Lecture,0,0,,,,
63151R,THTR-441,20231,Lecture,2,14,MCC,110,,
63154D,THTR-442,20231,Lecture,11,12,MCC,110,,
63155D,THTR-442,20231,Lecture,12,12,MCC,110,,
63158R,THTR-445,20231,Lecture,0,0,,,,
63159R,THTR-452,20231,Lecture,0,0,,,,
63161R,THTR-453,20231,Lecture,4,6,MCC,102,,
63163R,THTR-454,20231,Lecture,15,18,PED,204,,
63160R,THTR-455,20231,Lecture,5,18,PED,205,,
63164R,THTR-456,20231,Lecture,0,0,,,,
63167D,THTR-457,20231,Lecture,8,18,MCC,111,,
63165D,THTR-460,20231,Lecture,0,0,,,,
63166D,THTR-464,20231,Lecture,12,18,MCC,111,,
63168D,THTR-464,20231,Lecture,21,22,PED,207,,
63276R,THTR-464,20231,Lecture,8,18,MCC,111,,
63090R,THTR-465,20231,Lecture,2,18,LVL,3B,,
62600D,THTR-471,20231,Lecture,11,18,MCC,106,,
63170D,THTR-471,20231,Lecture,8,18,PED,206,,
63175D,THTR-473,20231,Lecture,10,14,,,,
63172D,THTR-474,20231,Lecture,14,14,MCC,112,,
63173D,THTR-474,20231,Lecture,14,14,PED,207,,
63177D,THTR-474,20231,Lecture,13,14,MCC,112,,
63259D,THTR-475,20231,Lecture,0,0,TBA,,,
