SCT_ID,CRS_UID,SEM_ID,SCT_TYPE,SCT_REG,SCT_SEATS,SCT_BUILD,SCT_ROOM,SCT_TITLE,SCT_UNITS
17812D,0,20231,Lecture-Discussion,31,33,SCB,104,,
17814D,0,20231,Lecture-Discussion,33,33,SCA,203,,
17816D,0,20231,Lecture-Discussion,33,33,SCA,214,,
17845D,0,20231,Lecture-Discussion,29,33,SCI,106,,
17841D,0,20231,Lecture,27,35,SCI,108,,
17843D,0,20231,Lecture,36,37,SCA,112,,
17807D,0,20231,Lecture,5,25,OFFICE,,,
17809D,0,20231,Lecture,0,15,OFFICE,,,
17848D,0,20231,Lecture,12,100,ONLINE,,,
17956D,0,20231,Lecture-Lab,15,15,SCB,205,,
17992D,0,20231,Lecture-Lab,15,15,SCB,102,,
17960R,0,20231,Lecture,67,68,SCI,108,,
17922D,0,20231,Lecture-Lab,16,16,SCB,102,,
17957D,0,20231,Lecture-Lab,16,16,SCB,102,,
17855D,0,20231,Lecture-Lab,21,21,SCB,102,,
17853D,0,20231,Lecture-Lab,16,17,SCB,205,,
17917R,0,20231,Lecture,16,16,SCB,207,,
17858D,0,20231,Lecture,16,16,SCB,207,,
17856R,0,20231,Lecture,31,40,SCB,104,,
17865R,0,20231,Lecture,14,16,SCB,304,,
17887D,0,20231,Lecture-Lab,5,5,SCB,205,,
17891R,0,20231,Lecture-Lab,15,15,RZC,117,,
17892D,0,20231,Lecture-Lab,15,15,SCA,356,,
17893R,0,20231,Lecture-Lab,14,15,SCA,356,,
17894R,0,20231,Lecture-Lab,13,15,RZC,117,,
17895R,0,20231,Lecture-Lab,13,15,RZC,117,,
17919R,0,20231,Lecture,14,15,SCB,102,,
17909R,0,20231,Lecture,14,15,SCB,205,,
17900R,0,20231,Lecture-Lab,14,16,RZC,117,,
17912R,0,20231,Lecture-Lab,13,15,RZC,117,,
17910R,0,20231,Lecture-Lab,0,0,,,,
17906D,0,20231,Lecture,13,13,SCB,102,,
17908D,0,20231,Lecture,9,15,OFFICE,,,
17921R,0,20231,Lecture-Lab,15,15,RZC,117,,
17927D,0,20231,Lecture,14,15,SCB,205,Cinematic World Building,2
17920R,0,20231,Lecture,13,16,SCB,205,,
17990R,0,20231,Lecture-Lab,14,15,RZC,117,,
17924D,0,20231,Lecture,18,20,SCB,205,,
17928D,0,20231,Lecture,28,30,SCB,104,,
17958D,0,20231,Lecture-Lab,18,18,SCB,102,,
17946D,0,20231,Lecture-Lab,18,18,SCB,102,,
17997R,0,20231,Lecture-Lab,15,15,RZC,117,,
17999R,0,20231,Lecture-Lab,14,16,SCB,102,,
17972D,0,20231,Lecture,10,10,SCB,207,,
17976R,0,20231,Lecture,0,0,,,,2
17982D,0,20231,Lecture,1,18,OFFICE,,,
17983D,0,20231,Lecture-Lab,8,8,SCB,205,,
17988D,0,20231,Lecture-Lab,6,6,SCB,205,,
17929R,0,20231,Lecture,0,0,,,Demystifying the TV Animation Pipeline,2
17947D,0,20231,Lecture,8,12,SCB,205,Inside Story: Creative Development for Animation,2
18002D,0,20231,Lecture,200,200,SCA,108,,
18006D,0,20231,Discussion,25,25,RZC,111,,
18007D,0,20231,Discussion,25,25,SCA,209,,
18008D,0,20231,Discussion,25,25,SCA,204,,
18009D,0,20231,Discussion,25,25,SCA,214,,
18011D,0,20231,Discussion,25,25,SCA,310,,
18013D,0,20231,Discussion,26,26,SCI,106,,
18014D,0,20231,Discussion,24,25,SCA,203,,
18016D,0,20231,Discussion,25,25,SCA,316,,
18000D,0,20231,Lecture,307,325,NCT,,,
18010D,0,20231,Discussion,25,25,SCA,316,,
18012D,0,20231,Discussion,24,25,SCA,310,,
18015D,0,20231,Discussion,24,25,SCA,110,,
18020D,0,20231,Discussion,20,25,SCA,310,,
18022D,0,20231,Discussion,22,25,SCA,214,,
18025D,0,20231,Discussion,23,25,SCA,112,,
18027D,0,20231,Discussion,23,25,SCA,110,,
18030D,0,20231,Discussion,24,25,SCA,110,,
18035D,0,20231,Discussion,24,25,SCA,209,,
18045D,0,20231,Discussion,24,25,SCA,204,,
18047D,0,20231,Discussion,24,25,SCA,316,,
18060D,0,20231,Discussion,25,25,SCA,310,,
18130D,0,20231,Discussion,25,25,SCA,214,,
18061D,0,20231,Lecture,96,150,NCT,,,
18062D,0,20231,Discussion,21,25,SCA,214,,
18063D,0,20231,Discussion,6,25,RZC,111,,
18064D,0,20231,Discussion,10,25,RZC,111,,
18065D,0,20231,Discussion,21,25,SCA,214,,
18066D,0,20231,Discussion,14,25,SCA,203,,
18068D,0,20231,Discussion,24,25,SCA,209,,
18070D,0,20231,Lecture,137,150,SCA,108,,
18252D,0,20231,Discussion,24,25,SCA,108,,
18254D,0,20231,Discussion,25,25,SCA,112,,
18256D,0,20231,Discussion,24,25,SCA,203,,
18258D,0,20231,Discussion,23,25,SCI,108,,
18260D,0,20231,Discussion,21,25,SCB,101,,
18262D,0,20231,Discussion,20,25,SCA,255,,
18075D,0,20231,Lecture,191,200,NCT,,,
18076D,0,20231,Discussion,25,25,SCA,203,,
18077D,0,20231,Discussion,24,25,SCA,214,,
18078D,0,20231,Discussion,25,25,SCB,104,,
18079D,0,20231,Discussion,23,25,SCI,108,,
18081D,0,20231,Discussion,23,25,SCA,110,,
18082D,0,20231,Discussion,25,25,SCA,214,,
18083D,0,20231,Discussion,22,25,SCA,310,,
18084D,0,20231,Discussion,24,25,SCA,203,,
18116D,0,20231,Lecture,15,25,SCA,316,,
18085D,0,20231,Lecture,20,200,NCT,,,
18090D,0,20231,Lecture,19,20,SCA,216,,
18098D,0,20231,Lecture,6,20,SCA,216,Cuir/Queer and Transfeminist Theories and Medias Across the Americas,
18105D,0,20231,Lecture,31,60,SCI,106,,
18106D,0,20231,Lecture,15,20,SCA,216,Film and Buddhism,
18107D,0,20231,Lecture,20,20,SCA,216,,
18120D,0,20231,Lecture,48,60,SCI,108,Memory and Cinema,
18160D,0,20231,Lecture,143,365,NCT,,Science Fiction Film,
18125R,0,20231,Lecture,250,340,NCT,,,
18126R,0,20231,Lecture,103,190,SCA,108,,
18138D,0,20231,Lecture,50,90,SCA,108,Diasporic Cinema,
18140D,0,20231,Lecture,52,60,SCI,106,,
18143D,0,20231,Lecture,15,25,SCA,316,,
18145D,0,20231,Lecture,11,20,SCA,216,"Sick Cinemas: Disability, Disease, and the Screen",
18161D,0,20231,Lecture,13,25,SCA,112,,
18165R,0,20231,Lecture,27,60,NCT,,Hollywood's Global Century,
18173D,0,20231,Lecture,36,36,RZC,111,,
18176D,0,20231,Lecture,18,20,SCA,316,,
18183D,0,20231,Lecture,20,20,SCA,110,,
18182D,0,20231,Lecture,6,20,SCA,316,"Travesti Aesthetics, Imaginaries and Memories",
18180D,0,20231,Lecture,23,23,SCA,214,,
18190D,0,20231,Lecture,7,20,SCA,216,(Post)Socialist Media,
18205D,0,20231,Lecture,1,10,OFFICE,,,
18215D,0,20231,Lecture,1,15,OFFICE,,,
18220D,0,20231,Lecture,3,15,OFFICE,,,
18225D,0,20231,Lecture,3,15,OFFICE,,,
18230D,0,20231,Lecture,4,15,OFFICE,,,
18235D,0,20231,Lecture,9,25,OFFICE,,,
18325D,0,20231,Lecture,0,25,OFFICE,,,
18419D,0,20231,Lecture,15,64,SCI,108,,
18428D,0,20231,Lecture-Lab,19,20,SCI,L113,,
18430D,0,20231,Lecture-Lab,18,20,SCI,L113,,
18431D,0,20231,Lecture-Lab,15,20,SCI,L113,,
18401D,0,20231,Lecture-Lab,18,20,SCB,104,,
18427D,0,20231,Lecture-Lab,20,20,SCB,104,,
18432D,0,20231,Lecture-Lab,20,20,SCB,104,,
18408D,0,20231,Lecture,29,40,EGG,108,,
18434D,0,20231,Lecture-Lab,13,16,SCI,L114,,
18436D,0,20231,Lecture-Lab,24,24,SCI,L114,,
18394D,0,20231,Lecture-Lab,21,24,SCI,L114,,
18409D,0,20231,Lecture,25,32,SCB,104,,
18376D,0,20231,Lecture,19,22,SCB,104,,
18366D,0,20231,Lecture,64,120,SCI,106,,
18362D,0,20231,Lecture,78,80,SCI,108,,
18372D,0,20231,Lecture,16,20,SCI,206,,
18412D,0,20231,Lecture,12,12,SCB,101,,
18414D,0,20231,Lecture,0,0,,,,
18433D,0,20231,Lecture,19,25,SCI,108,,
18358D,0,20231,Lecture,58,62,SCI,108,,
18360D,0,20231,Lab,20,20,SCI,206,,
18392D,0,20231,Lab,21,22,SCI,206,,
18438D,0,20231,Lab,17,20,SCI,206,,
18363D,0,20231,Lecture-Lab,20,20,SCI,L113,,
18405D,0,20231,Lecture-Lab,20,20,SCI,L113,,
18439D,0,20231,Lecture-Lab,20,20,SCI,L113,,
18407D,0,20231,Lecture,8,18,TBA,,,2
18373D,0,20231,Lecture,1,50,EGG,108,,
18375D,0,20231,Lecture-Lab,31,50,EGG,108,,
18374D,0,20231,Lab,1,18,SCI,206,,
18413D,0,20231,Lecture,15,16,SCI,L114,,
18426D,0,20231,Lecture,20,20,SCI,206,Advanced Games Business,2
18411D,0,20231,Lecture,17,17,SCI,209,,
18421D,0,20231,Lecture,13,17,SCI,206,,
18403D,0,20231,Lecture-Lab,16,16,SCI,L114,,
18435D,0,20231,Lecture-Lab,15,15,SCI,L114,,
18382D,0,20231,Lecture-Lab,13,14,SCI,L114,,
18422D,0,20231,Lecture-Lab,11,12,SCB,101,,
18381D,0,20231,Lecture-Lab,16,16,SCI,L114,,
18437D,0,20231,Lecture-Lab,14,16,SCI,L114,,
18386D,0,20231,Lecture,24,26,SCI,L113,,
18368R,0,20231,Lecture-Lab,14,20,SCI,L113,,
18402D,0,20231,Lecture,23,22,ONLINE,,,
18400R,0,20231,Lecture,19,24,EGG,108,,
18440D,0,20231,Lecture-Lab,8,16,SCI,L114,,
18425D,0,20231,Lecture,0,2,ONLINE,,,4
18361D,0,20231,Lecture,19,20,SCI,306,,
18415D,0,20231,Lecture,0,2,ONLINE,,,
18404R,0,20231,Lecture,7,20,SCI,206,Advanced Narrative Design,2
18450D,0,20231,Lecture,22,22,SCA,110,,
18453D,0,20231,Discussion,22,22,SCA,204,,
18451D,0,20231,Lecture,22,22,SCA,110,,
18454D,0,20231,Discussion,22,22,SCA,214,,
18452D,0,20231,Lecture,16,21,SCA,110,,
18455D,0,20231,Discussion,16,21,SCA,203,,
18469D,0,20231,Lecture,14,18,SCB,207,,
18472D,0,20231,Lecture-Lab,18,18,SCA,259,,6
18473D,0,20231,Lecture-Lab,18,18,SCA,203,,6
18474D,0,20231,Lecture-Lab,12,18,SCA,310,,6
18475D,0,20231,Lecture-Lab,17,18,SCA,203,,6
18478D,0,20231,Lecture-Lab,17,18,SCA,209,,6
18481D,0,20231,Lecture,18,18,SCE,STG1,,
18482D,0,20231,Lecture,18,18,SCE,STG2,,
18483D,0,20231,Lecture,17,18,SCA,214,,
18486D,0,20231,Lecture-Lab,18,18,SCE,STG2,,
18487D,0,20231,Lecture-Lab,17,18,SCE,STG1,,
18488D,0,20231,Lecture-Lab,18,18,SCA,209,,
18489D,0,20231,Lecture-Discussion,18,20,SCA,310,,6
18490D,0,20231,Lecture-Discussion,18,18,SCA,214,,6
18491D,0,20231,Lecture-Discussion,18,18,SCA,316,,6
18494D,0,20231,Lecture,18,18,SCC,STG3,,
18495D,0,20231,Lecture,18,18,SCC,STG3,,
18496D,0,20231,Lecture,14,18,SCC,STG3,,
18497D,0,20231,Lecture,14,16,SCA,356,,
18498D,0,20231,Lecture,15,16,SCA,258,,
18499D,0,20231,Lecture,11,16,SCA,316,,
18500D,0,20231,Lecture,13,16,SCA,B128,,
18501D,0,20231,Lecture,15,16,SCA,B128,,
18502D,0,20231,Lecture,14,15,RZC,STGA,,
18513D,0,20231,Lecture,12,27,RZC,STGE,,
18514D,0,20231,Lecture,24,27,RZC,STGE,,
18515D,0,20231,Lecture,27,27,RZC,STGE,,
18516D,0,20231,Lecture,11,27,RZC,STGE,,
18518D,0,20231,Lecture,12,35,SCA,214,,
18517D,0,20231,Lecture,10,16,RZC,STGC,,
18519D,0,20231,Lecture,13,16,RZC,STGC,,
18520D,0,20231,Lecture,0,0,,,,
18536D,0,20231,Lecture-Lab,8,16,SCA,B105,,
18522D,0,20231,Lecture,1,1,TBA,,,1
18523D,0,20231,Lecture,15,18,RZC,STGB,The Watercooler,2
18526D,0,20231,Lecture,15,18,RZC,STGB,Soundstage,2
18528D,0,20231,Lecture,17,18,RZC,STGB,Comedy Live,2
18529D,0,20231,Lecture,13,18,RZC,STGC,The SCoop,2
18530D,0,20231,Lecture,7,18,RZC,STGC,The Morning Brew,2
18534D,0,20231,Lecture,2,2,TBA,,,4
18525D,0,20231,Lecture,48,50,SCA,110,,
18532D,0,20231,Lecture,13,18,SCA,316,,
18533D,0,20231,Lecture,13,18,SCA,214,,
18535D,0,20231,Lecture-Lab,17,18,SCX,212,,
18538D,0,20231,Lecture,26,30,SCC,STG3,,
18541D,0,20231,Lecture,16,16,SCC,STG3,,
18542D,0,20231,Lecture,18,18,SCC,STG3,,
18544D,0,20231,Lecture,22,26,SCA,356,,
18546D,0,20231,Lecture,17,21,TBA,,,
18549D,0,20231,Lecture,12,12,SCB,B104,,
18548D,0,20231,Lecture,15,16,SCB,207,,
18550D,0,20231,Lecture,17,18,RZC,111,,
18551D,0,20231,Lecture,18,19,SCA,110,,
18552D,0,20231,Lecture,13,12,SCA,B130,,
18553D,0,20231,Lecture,15,15,SCB,B115,,
18557D,0,20231,Lecture-Lab,8,16,RZC,117,,
18556D,0,20231,Lecture,11,12,SCB,101,,
18554D,0,20231,Lecture,51,55,SCA,110,,
18555D,0,20231,Lecture,22,25,RZC,STGA,,
18561D,0,20231,Lecture,16,17,SCS,107,,
18562D,0,20231,Lecture,45,45,SCA,110,,
18567D,0,20231,Lecture,47,47,SCA,110,,
18564D,0,20231,Lecture,35,35,SCA,214,,2
18569D,0,20231,Lecture,34,40,ONLINE,,,
18568D,0,20231,Lecture,6,12,RZC,STGD,,
18571D,0,20231,Lecture,16,16,SCS,107,,
18572D,0,20231,Lecture,15,20,RZC,STGA,,
18575D,0,20231,Lecture,27,50,SCA,127A,,
18578D,0,20231,Lecture,14,14,SCI,207,,
18582D,0,20231,Lecture,14,15,RZC,STGD,,
18586D,0,20231,Lecture,7,15,RZC,STGD,,
18580D,0,20231,Lecture,8,12,RZC,STGA,,
18583D,0,20231,Lecture,17,17,RZC,STGA,,
18584D,0,20231,Lecture,14,14,SCE,STG1,,
18587D,0,20231,Lecture,38,50,SCA,112,,
18590D,0,20231,Lab,6,12,SCB,B115,,
18591D,0,20231,Lab,11,15,SCA,356,,
18592D,0,20231,Lab,5,12,SCS,107,,
18593D,0,20231,Lab,5,25,RZC,STGD,,
18594D,0,20231,Lab,4,12,SCA,310,,
18595D,0,20231,Lab,7,12,SCA,B149,,
18596D,0,20231,Lecture,0,0,,,,
18598D,0,20231,Lecture,28,48,SCB,104,,
18600D,0,20231,Lab,11,25,SCA,255,,
18601D,0,20231,Lab,3,15,RZC,111,,
18602D,0,20231,Lab,4,15,SCC,STG4,,
18603D,0,20231,Lab,2,15,SCC,STG4,,
18604D,0,20231,Lab,5,15,SCA,B152,,
18605D,0,20231,Lab,3,15,,,,
18607D,0,20231,Lecture,15,20,SCA,310,,
18612D,0,20231,Lecture,11,24,SCA,310,,
18614D,0,20231,Lecture,12,25,RZC,117,Virtual Production,3
18606D,0,20231,Lecture,61,61,SCI,106,,
18615D,0,20231,Lecture,33,35,SCA,112,,
18617D,0,20231,Lecture,19,35,SCA,112,,
18461D,0,20231,Lecture,18,18,SCI,108,,
18674D,0,20231,Lab,18,18,SCE,STG1,,
18460D,0,20231,Lecture,17,18,SCI,108,,
18673D,0,20231,Lab,17,18,SCI,207,,
18462D,0,20231,Lecture,17,18,SCI,108,,
18675D,0,20231,Lab,17,18,SCE,STG2,,
18464D,0,20231,Lecture,17,18,SCI,108,,
18676D,0,20231,Lab,17,18,SCE,STG2,,
18610D,0,20231,Lecture-Lab,15,15,SCA,209,,
18619D,0,20231,Lecture-Lab,14,15,SCA,204,,
18620D,0,20231,Lecture-Lab,14,15,SCA,209,,
18621D,0,20231,Lecture-Lab,15,15,SCA,204,,
18626D,0,20231,Lecture,8,14,SCB,104,,
18623D,0,20231,Lecture,11,14,RZC,STGA,,
18624D,0,20231,Lecture-Discussion,12,16,SCB,101,,
18627D,0,20231,Lecture,15,15,RZC,STGD,,
18628D,0,20231,Lecture,16,16,SCE,STG1,,
18629D,0,20231,Lecture,16,16,SCE,STG2,,
18632D,0,20231,Lecture,7,16,SCE,STG2,,
18633D,0,20231,Lecture,10,16,SCE,STG2,,
18636D,0,20231,Lecture,16,16,SCB,101,,
18644D,0,20231,Lecture,16,16,SCC,STG3,,
18647D,0,20231,Lecture,16,16,SCC,STG3,,
18650D,0,20231,Lecture,18,18,SCB,101,,
18659D,0,20231,Lecture,32,50,SCA,112,,
18665D,0,20231,Lab,3,15,SCC,STG3,,
18667D,0,20231,Lab,6,15,SCA,127A,,
18669D,0,20231,Lab,6,15,SCA,B149,,
18670D,0,20231,Lab,5,12,SCA,258,,
18671D,0,20231,Lab,9,15,SCA,356,,
18672D,0,20231,Lab,3,6,SCA,245,,
18688D,0,20231,Lecture,22,25,SCA,112,,
18690D,0,20231,Lab,6,15,SCA,258,,
18691D,0,20231,Lab,3,15,RZC,STGD,,
18692D,0,20231,Lab,5,15,SCA,B130,,
18693D,0,20231,Lab,3,12,SCA,406,,
18694D,0,20231,Lab,5,10,SCB,304,,
18681D,0,20231,Lecture,11,11,RZC,STGD,,
18790D,0,20231,Lecture-Discussion,5,14,SCI,209,,
18679D,0,20231,Lecture-Lab,11,20,SCA,127A,,
18682D,0,20231,Lecture,24,28,SCA,B134,,
18689D,0,20231,Lecture-Lab,10,10,SCC,STG3,,
18687D,0,20231,Lecture,14,18,SCA,316,,
18695D,0,20231,Lecture,25,25,SCB,104,,
18697D,0,20231,Lecture,12,25,SCA,310,,
18696D,0,20231,Lecture,15,15,SCA,356,,
18698D,0,20231,Lecture,5,11,OFFICE,,,
18699D,0,20231,Lecture,5,10,OFFICE,,,
18700D,0,20231,Lecture,1,10,OFFICE,,,
18701D,0,20231,Lecture,0,5,OFFICE,,,
18702D,0,20231,Lecture,0,5,OFFICE,,,
18703D,0,20231,Lecture,0,5,OFFICE,,,
18704D,0,20231,Lecture,0,5,OFFICE,,,
18705D,0,20231,Lecture,5,6,OFFICE,,,
18706D,0,20231,Lecture,3,7,OFFICE,,,
18707D,0,20231,Lecture,1,5,OFFICE,,,
18708D,0,20231,Lecture,0,5,OFFICE,,,
18711D,0,20231,Lecture,1,5,OFFICE,,,
18712D,0,20231,Lecture,1,5,OFFICE,,,
18713D,0,20231,Lecture,0,5,OFFICE,,,
18714D,0,20231,Lecture,0,5,OFFICE,,,
18717D,0,20231,Lecture,0,10,OFFICE,,,
18718D,0,20231,Lecture,0,5,OFFICE,,,
18719D,0,20231,Lecture,0,5,OFFICE,,,
18720D,0,20231,Lecture,0,5,OFFICE,,,
18721D,0,20231,Lecture,0,5,OFFICE,,,
18722D,0,20231,Lecture,0,5,OFFICE,,,
18730D,0,20231,Lecture,1,5,OFFICE,,,
18731D,0,20231,Lecture,2,5,OFFICE,,,
18732D,0,20231,Lecture,2,5,OFFICE,,,
18733D,0,20231,Lecture,1,5,OFFICE,,,
18734D,0,20231,Lecture,3,5,OFFICE,,,
18740D,0,20231,Lecture,1,5,OFFICE,,,
18741D,0,20231,Lecture,0,5,OFFICE,,,
18742D,0,20231,Lecture,0,5,OFFICE,,,
18743D,0,20231,Lecture,0,5,OFFICE,,,
18744D,0,20231,Lecture,0,5,OFFICE,,,
18745D,0,20231,Lecture,0,5,OFFICE,,,
18746D,0,20231,Lecture,0,5,OFFICE,,,
18749D,0,20231,Lecture,0,10,OFFICE,,,
18750D,0,20231,Lecture,0,5,OFFICE,,,
18751D,0,20231,Lecture,0,5,OFFICE,,,
18752D,0,20231,Lecture,0,5,OFFICE,,,
18753D,0,20231,Lecture,0,5,OFFICE,,,
18754D,0,20231,Lecture,0,5,OFFICE,,,
18755D,0,20231,Lecture,0,5,OFFICE,,,
18760D,0,20231,Lecture,2,5,OFFICE,,,
18761D,0,20231,Lecture,0,5,OFFICE,,,
18805D,0,20231,Lecture,0,5,OFFICE,,,
18763D,0,20231,Lecture,1,5,OFFICE,,,
18764D,0,20231,Lecture,1,5,OFFICE,,,
18769D,0,20231,Lecture,0,5,OFFICE,,,
18770D,0,20231,Lecture,0,5,OFFICE,,,
18785D,0,20231,Lecture,1,5,OFFICE,,,
18786D,0,20231,Lecture,0,5,OFFICE,,,
18765D,0,20231,Lecture,0,5,OFFICE,,,
18772D,0,20231,Lecture,0,5,OFFICE,,,
18776D,0,20231,Lecture,0,5,OFFICE,,,
18787D,0,20231,Lecture,0,1,OFFICE,,,
18791D,0,20231,Lecture,2,12,SCA,363,Art of Directing,2
19156D,0,20231,Lecture,7,7,SCA,342,,
19157D,0,20231,Lecture,7,7,SCB,101,,
19316D,0,20231,Lecture,7,7,SCA,363,,
19352D,0,20231,Lecture,7,7,SCA,362,,
19358D,0,20231,Lecture,11,11,SCA,362,,
19360D,0,20231,Lecture,11,11,SCA,258,,
19422D,0,20231,Lecture,10,11,SCI,209,,
19306R,0,20231,Lecture,12,12,SCA,342,,
19353D,0,20231,Lecture,10,10,SCA,259,,
19362D,0,20231,Lecture,10,10,SCA,362,,
19364D,0,20231,Lecture,10,10,SCA,363,,
19414R,0,20231,Lecture,12,12,SCB,101,,
19308R,0,20231,Lecture,12,12,SCA,342,,
19163D,0,20231,Lecture,12,,SCB,304,,
19330R,0,20231,Lecture,12,12,ONLINE,,,
19331R,0,20231,Lecture,11,12,SCA,362,,
19334R,0,20231,Lecture,12,12,SCA,342,,
19337R,0,20231,Lecture,11,12,SCA,342,,
19338R,0,20231,Lecture,9,12,SCA,342,,
19339R,0,20231,Lecture,12,12,SCA,342,,
19347R,0,20231,Lecture,12,12,SCB,101,,
19349R,0,20231,Lecture,11,12,SCB,304,,
19320R,0,20231,Lecture,60,60,SCI,108,,
19321D,0,20231,Lab,0,0,,,,
19323R,0,20231,Lab,10,10,SCA,363,,
19325R,0,20231,Lab,10,10,SCB,304,,
19354R,0,20231,Lab,10,10,SCI,L104,,
19356R,0,20231,Lab,10,10,SCI,L104,,
19375R,0,20231,Lab,10,10,SCA,362,,
19377R,0,20231,Lab,10,10,SCI,209,,
19205R,0,20231,Lecture,114,200,SCA,108,,
19182D,0,20231,Lecture,12,12,SCA,342,,
19183D,0,20231,Lecture,11,12,SCA,259,,
19184D,0,20231,Lecture,10,12,SCB,101,,
19185D,0,20231,Lecture,8,12,SCB,101,,
19342D,0,20231,Lecture,11,12,SCA,310,,
19193D,0,20231,Lecture,13,14,SCA,342,,
19195D,0,20231,Lecture,14,14,SCB,101,,
19200R,0,20231,Lecture,12,12,SCB,101,,
19366R,0,20231,Lecture,11,12,SCA,363,,
19427R,0,20231,Lecture,11,12,SCI,207,,
19203R,0,20231,Lecture,10,10,SCA,342,,
19204R,0,20231,Lecture,10,10,SCB,304,,
19343R,0,20231,Lecture,9,10,SCA,362,,
19359R,0,20231,Lecture,126,150,SCA,108,,
19207D,0,20231,Lecture,8,8,SCA,245,,
19210D,0,20231,Lecture,8,8,SCA,342,,
19370D,0,20231,Lecture,8,8,SCA,216,,
19214R,0,20231,Lecture,10,10,SCA,362,,
19216R,0,20231,Lecture,10,10,SCA,363,,
19318R,0,20231,Lecture,9,10,SCB,304,,
19432R,0,20231,Lecture,15,16,SCI,209,,
19409R,0,20231,Lecture,53,150,SCI,106,The One with the 90's Sitcoms: The Golden Era of Relationship-Driven Sitcoms,
19350R,0,20231,Lecture,213,225,NCT,,"The Harry Potter Franchise: Adaptation, Ethics, Genre, and the Magic of Story",
19410R,0,20231,Lecture,55,75,SCI,106,Finding Your TV Series: Writing from Intellectual Property,
19440R,0,20231,Lecture,10,10,SCB,304,,
19444R,0,20231,Lecture,10,10,SCA,259,,
19333D,0,20231,Lecture,8,,SCA,259,Writing the Contained Feature,4
19348R,0,20231,Lecture,6,12,SCA,216,Pitch Decks for TV Pilots,2
19226R,0,20231,Lecture,8,10,SCA,362,,
19227R,0,20231,Lecture,9,10,SCA,362,,
19332R,0,20231,Lecture,8,8,SCA,363,,
19155D,0,20231,Lecture,8,,SCA,362,,
19231D,0,20231,Lecture,8,,SCA,363,,
19411D,0,20231,Lecture,8,,SCB,304,,
19413D,0,20231,Lecture,8,,SCA,259,,
19336D,0,20231,Lecture,24,24,SCA,214,,
19376D,0,20231,Lecture,10,12,RZC,STGA,,
19407D,0,20231,Lecture,1,6,SCA,345,,2
19280D,0,20231,Lecture,13,13,SCA,362,,
19281D,0,20231,Lecture,12,12,SCI,L104,,
19282D,0,20231,Lecture,12,12,SCA,214,,
19283D,0,20231,Lecture,12,12,SCB,101,,
19285D,0,20231,Lecture,12,13,SCA,316,,
19446D,0,20231,Lecture,11,,SCA,363,,
19233D,0,20231,Lecture,7,7,SCA,258,,
19234D,0,20231,Lecture,7,7,SCA,363,,
19235D,0,20231,Lecture,7,7,SCA,361,,
19236D,0,20231,Lecture,6,6,SCA,259,,
19237D,0,20231,Lecture,7,7,SCB,304,,
19242D,0,20231,Lecture,7,7,SCA,363,,
19245D,0,20231,Lecture,6,6,SCA,345,,
19252D,0,20231,Lecture,31,31,SCA,110,,
19449R,0,20231,Lecture,69,85,SCA,112,,
19243D,0,20231,Lecture,7,7,SCA,361,,
19247D,0,20231,Lecture,5,5,SCA,362,,
19319D,0,20231,Lecture,5,5,SCA,361,,
19258D,0,20231,Lecture,12,,SCB,304,,
19329D,0,20231,Lecture,8,,SCA,362,,
19305R,0,20231,Lecture,7,10,SCB,101,,
19307R,0,20231,Lecture,10,10,SCA,342,,
19378R,0,20231,Lecture,8,10,SCA,342,,
19379R,0,20231,Lecture,9,10,SCA,363,,
19267R,0,20231,Lecture,11,12,SCI,209,,
19270R,0,20231,Lecture,6,8,SCA,363,,
19324D,0,20231,Lecture,8,,SCB,304,,
19344D,0,20231,Lecture,7,8,SCA,406,,
19327D,0,20231,Lecture,7,7,SCA,363,,
19328D,0,20231,Lecture,7,7,SCA,363,,
19447D,0,20231,Lecture,5,7,SCA,362,,
19312R,0,20231,Lecture,53,100,SCA,112,,
19380D,0,20231,Lecture,0,0,,,,
19151R,0,20231,Lecture,6,10,SCA,203,,
19240R,0,20231,Lecture,6,8,SCA,245,,
19296D,0,20231,Lecture,12,,SCB,101,,
19386D,0,20231,Lecture,8,10,SCA,245,,2
37405D,0,20231,Lecture-Lab,11,20,SCI,L105,,
37410D,0,20231,Lecture-Lab,18,20,SCI,L105,,
37414D,0,20231,Lecture-Lab,13,16,SCI,L106,,
37415D,0,20231,Lecture-Lab,15,16,SCI,L104,,
37416D,0,20231,Lecture-Lab,18,20,SCI,L106,,
37417D,0,20231,Lecture-Lab,18,19,SCI,L105,,
37420D,0,20231,Lecture-Lab,19,20,SCI,209,,
37422D,0,20231,Lecture-Lab,13,20,SCI,L105,,
37424D,0,20231,Lecture-Lab,9,20,SCI,L105,,
37425D,0,20231,Lecture-Lab,19,20,SCI,L106,,
37426D,0,20231,Lecture-Lab,16,20,SCI,L105,,
37427D,0,20231,Lecture-Lab,9,15,SCI,L106,,
37428D,0,20231,Lecture-Lab,16,20,SCI,L105,,
37430D,0,20231,Lecture-Lab,6,20,SCI,209,,
37435D,0,20231,Lecture-Lab,7,10,SCI,L104,,
37438D,0,20231,Lecture-Lab,15,20,SCI,209,,
37440D,0,20231,Lecture-Lab,6,10,SCI,106,,
37442D,0,20231,Lecture-Lab,5,10,SCI,206,,
37446D,0,20231,Lecture-Lab,8,10,SCI,L106,,
37449D,0,20231,Lecture-Lab,8,15,SCI,206,,
